scientific_name,author,gbif_id,plantnet_id,powo_id,iucn_category,common_names
Abuta grandifolia,(Mart.) Sandwith,3830518,1402329,null,LC,Leaf
Abuta grisebachii,Triana & Planch.,3830510,1600903,null,LC,Shield Leaf
Abuta imene,(Mart.) Eichler,3830486,1402330,null,LC,
Abuta rufescens,Aubl.,3830210,1402331,null,LC,Bigggg
Abuta sandwithiana,Krukoff & Barneby,3830202,1402332,null,LC,
Acacia mangium,Willd.,2979091,1382099,null,LC,Black wattle; Hickory wattle; Northern wattle; Sally wattle; Sabah salwood; Broadleaf salwood; Brown salwood; Mangium
Acalypha macrostachya,Jacq.,3056437,1542499,null,LC,Fire Dragon; Round Copperleaf; Fuzzy Dhang; Jacob's Coat; Scarlet Acalypha; Rabo de Gato
Acioa edulis,Prance,2984895,1418426,null,LC,
Acioa guianensis,Aubl.,2984898,1400994,null,LC,
Acioa longipendula,(Pilg.) Sothers & Prance,9517391,1731195,null,LC,
Acmanthera latifolia,(A.Juss.) Griseb.,3982485,1841426,null,VU,
Acmanthera longifolia,Nied.,3982476,1591319,null,CR,
Acmanthera parviflora,W.R.Anderson,3982459,1591321,null,EN,
Acrocomia aculeata,(Jacq.) Lodd. ex R.Keith,7413879,1722711,null,LC,Paraguay palm; Corozo; Macaw palm; Mucaja acrocomia; Totai palm; Gru Gru Boeuf Palm
Adelia ricinella,L.,5380439,1542722,null,LC,Wild lime
Adenanthera pavonina,L.,2951846,1366906,null,LC,Coralwood; Red sandalwood-tree; Sandal beadtree; Sandalwood-tree; Zumbictree; Beadtree; Red beadtree; Red beantree; Circassian-tree; False jequirity; False red-sandalwood; Red-sandalwood; Coral Tree; Red bead tree; Circassian seed; Red Lucky Seed; Coral bean tree; False wiliwili; Red sandlewood; Condoriwood; Coral pea; Sandal bead tree; Circassian bean tree; Acacia Coral; Agati Petite Feuille; Arbre á Æglise; Barbados Pride; Bois Noir Rouge; Bois Noir de Bourbon; Bois Noir á Graines Rouges; Bois Noir á la Graine; Circassian Bean; Curly Bean; False wili wili; Jumbi Bead; Peacock Flower-fence; Vaivai Ni Vavalagi; Saga; Saga Tree
Adenocalymma bracteosum,(DC.) L.G.Lohmann,7585564,1476326,null,LC,
Adenophaedra grandifolia,(Klotzsch) Müll.Arg.,3061267,1404003,null,LC,
Adiscanthus fusciflorus,Ducke,3835301,1681941,null,LC,
Aegiphila hoehnei,Moldenke,7784548,1558479,null,LC,
Aegiphila integrifolia,(Jacq.) B.D.Jacks.,2925468,1403675,null,LC,Entireleaf Spiritweed
Aegiphila laevis,(Aubl.) J.F.Gmel.,7802279,1403676,null,,
Aegiphila membranacea,Turcz.,7307854,1403673,null,LC,
Aegiphila mollis,Kunth,7307838,1558499,null,LC,
Aegiphila racemosa,Vell.,7307705,1403678,null,,
Aegiphila smithii,Moldenke,3890618,1558536,null,LC,
Aegiphila vitelliniflora,Klotzsch,7832078,1558557,null,LC,
Aeschynomene ciliata,Vogel,2949280,1569619,null,LC,
Agonandra brasiliensis,Benth. & Hook.f.,7321376,1723163,null,LC,
Agonandra silvatica,Ducke,3658855,1402626,null,LC,
Agouticarpa curviflora,(Dwyer) C.H.Perss.,2898485,1670187,null,LC,
Aiouea guianensis,Aubl.,7758257,1401901,null,LC,
Aiouea myristicoides,Mez,4183431,1565132,null,LC,
Aiouea saligna,Meisn.,4183206,1565136,null,LC,
Aiouea tomentella,(Mez) Renner,4183054,1565138,null,LC,
Albizia subdimidiata,(Splitg.) Barneby & J.W.Grimes,2973285,1405104,null,LC,
Alchornea castaneifolia,(Humb. & Bonpl. ex Willd.) A.Juss.,3055543,1542744,null,LC,
Alchornea discolor,Poepp.,3055354,1406250,null,LC,
Alchornea fluviatilis,Secco,3055429,1400318,null,LC,
Alchornea glandulosa,Poepp.,3055361,1542751,null,LC,
Alchornea latifolia,Sw.,3055359,1542759,null,LC,Achiotillo; Dove wood
Alchornea triplinervia,(Spreng.) Müll.Arg.,3055511,1401661,null,LC,
Alchorneopsis floribunda,(Benth.) Müll.Arg.,3055091,1401662,null,LC,Palo de gallina
Aldina heterophylla,Benth.,5360773,1569846,null,VU,
Aldina latifolia,Spruce ex Benth.,5360758,1830558,null,LC,
Aldina microphylla,M.Yu.Gontsch. & Yakovlev,5629498,1734267,null,DD,
Aldina occidentalis,Ducke,5360764,1569852,null,DD,
Alexa grandiflora,Ducke,2976598,1402796,null,,
Alibertia bertierifolia,K.Schum.,5335641,1403242,null,LC,
Alibertia claviflora,K.Schum.,5340527,1670258,null,LC,
Alibertia edulis,(Rich.) A.Rich. ex DC.,5335670,1403243,null,LC,
Alibertia latifolia,(Benth.) K.Schum.,5335657,1403244,null,LC,
Alibertia sorbilis,Huber ex Ducke,5340530,1420481,null,LC,
Allamanda cathartica,L.,3169836,1369872,null,,Golden-trumpet; Allamanda; Yellow allamanda; Common trumpetvine; Buttercup; Yellow Bell; Common allamanda; Bush allamanda; Alamanda; Hoa huỳnh anh; অলকানন্দা
Allantoma decandra,"(Ducke) S.A.Mori, Ya Y.Huang & Prance",4161401,1567595,null,,
Allantoma integrifolia,"(Ducke) S.A.Mori, Ya Y.Huang & Prance",4161383,1567596,null,LC,
Allantoma lineata,(Mart. ex O.Berg) Miers,3082999,1567598,null,,
Allophylus amazonicus,(Mart.) Radlk.,7265045,1685415,null,LC,
Allophylus edulis,"(A.St.-Hil., A.Juss. & Cambess.) Radlk.",7883158,1420613,null,LC,Chal-Chal
Allophylus latifolius,Huber,5577415,1406950,null,,
Amaioua contracta,Standl.,2901142,1670294,null,DD,
Amaioua glomerulata,(Lam. ex Poir.) Delprete & C.H.Perss.,7686451,1400922,null,LC,
Amaioua guianensis,Aubl.,2901121,1403247,null,LC,
Amanoa glaucophylla,Müll.Arg.,3080058,1641301,null,LC,
Amanoa gracillima,W.J.Hayden,3080060,1641302,null,LC,
Amanoa guianensis,Aubl.,3080049,1401663,null,LC,
Amanoa oblongifolia,Müll.Arg.,3080043,1641306,null,LC,
Ambelania acida,Aubl.,3620808,1401739,null,LC,Bagasse
Ambelania duckei,Markgr.,3620735,1459090,null,LC,
Ampelocera edentula,Kuhlm.,4160141,1406447,null,LC,
Ampelozizyphus amazonicus,Ducke,3877225,1403235,null,LC,
Amphirrhox longifolia,(A.St.-Hil.) Spreng.,4075006,1406218,null,LC,
Anacardium giganteum,Hancock ex Engl.,7908525,1406439,null,LC,Cajui
Anacardium microsepalum,Loes.,5544277,1454093,null,LC,
Anacardium occidentale,L.,5421368,1384594,null,LC,Cashew; Cashewnut; Cashew apple; Cashew-nut tree; Maranon; Pajuil; Caju; జీడి మామిడి; Jambu Mente; Cushew Tree
Anacardium parvifolium,Ducke,5544253,1454097,null,,
Anacardium spruceanum,Benth. ex Engl.,5544228,1400550,null,,
Anadenanthera peregrina,(L.) Speg.,2952808,1405890,null,LC,Cohoba; Cohoba-tree
Anaxagorea brachycarpa,R.E.Fr.,3156889,1454645,null,LC,
Anaxagorea brevipes,Benth.,3156884,1404027,null,LC,
Anaxagorea dolichocarpa,Sprague & Sandwith,3156852,1401065,null,LC,
Anaxagorea manausensis,Timmerman,3156880,1454652,null,LC,
Anaxagorea phaeocarpa,Mart.,3156862,1401096,null,LC,
Anaxagorea rufa,Timmerman,3156883,1454657,null,LC,
Andira inermis,(W.Wright) DC.,2952214,1719785,null,LC,Cabbagebark Tree; Angelin; Angelin-tree; Cabbagebark; Cabbagetree; Bastard mahogany; Dog almond; Partridgewood; Mountain almond
Andira micrantha,Ducke,2952210,1570049,null,LC,
Andira parviflora,Ducke,2952165,1570054,null,LC,
Andira surinamensis,(Bondt) Splitg. ex Pulle,2952202,1402801,null,LC,
Andira trifoliolata,Ducke,2952156,1570067,null,LC,
Andira unifoliolata,Ducke,2952176,1570068,null,LC,
Aniba affinis,(Meisn.) Mez,4181816,1404825,null,LC,
Aniba burchellii,Kosterm.,4181687,1565184,null,LC,
Aniba canelilla,(Kunth) Mez,4181679,1407241,null,LC,
Aniba citrifolia,(Nees) Mez,4181593,1401903,null,LC,
Aniba cylindriflora,Kosterm.,4181518,1565189,null,LC,
Aniba ferrea,Kubitzki,4181409,1565192,null,EN,
Aniba guianensis,Aubl.,3034090,1401904,null,LC,
Aniba hostmanniana,(Nees) Mez,4181158,1401905,null,LC,
Aniba lancifolia,Kubitzki & W.A.Rodrigues,4180981,1565198,null,,
Aniba megaphylla,Mez,4180892,1401908,null,LC,
Aniba panurensis,(Meisn.) Mez,4180762,1401909,null,LC,
Aniba parviflora,(Meisn.) Mez,4180740,1401910,null,LC,
Aniba permollis,(Nees) Mez,4180670,1565204,null,EN,
Aniba puchury-minor,(Mart.) Mez,7304533,1565207,null,LC,
Aniba riparia,(Nees) Mez,4180474,1405760,null,LC,
Aniba rosodora,Ducke,10823001,1401911,null,EN,
Aniba santalodora,Ducke,4180380,1565210,null,VU,
Aniba terminalis,Ducke,4180290,1401913,null,LC,
Aniba williamsii,O.C.Schmidt,4180088,1406694,null,LC,
Anisophyllea manausensis,Pires & W.A.Rodrigues,3658084,1454596,null,,
Annona amazonica,R.E.Fr.,5407080,1454668,null,LC,
Annona ambotay,Aubl.,5407112,1401136,null,LC,
Annona crassiflora,Mart.,5407096,1454691,null,LC,
Annona densicoma,Mart.,5407079,1401160,null,LC,
Annona excellens,R.E.Fr.,5407076,1454711,null,LC,
Annona exsucca,DC.,5407569,1726057,null,LC,
Annona foetida,Mart.,5407106,1401189,null,LC,
Annona glabra,L.,5407100,1386633,null,LC,Pond-apple; Corkwood; Cow-apple; Alligator-apple; Mangrove anona; Monkey-apple; Annone des marais; Bullock's heart; Cherimoyer; Corossolier des marais; Kaitambo; Kaitambu; Uto ni bulumakau; Uto ni mbulumakau; Dog apple; Mangrove annona; Shiningleaved Custard Ap; Alligatorapfel; Custard apple; Palo bobo
Annona haematantha,Miq.,5407118,1401208,null,LC,
Annona hypoglauca,Mart.,5407060,1401219,null,LC,
Annona insignis,R.E.Fr.,5407144,1454733,null,LC,
Annona montana,Macfad.,5407165,1401227,null,LC,Mountain soursop; Gottasop; Wild soursop; Fairchild's annona
Annona mucosa,Jacq.,5407571,1711979,null,LC,Wild sweetsop; Wild Sugar-Apple; Sugar Apple; Biribá; Lemon Meringue Pie Fruit
Annona muricata,L.,5407273,1386673,null,LC,Soursop; Sirsak; Guanabana; Prickly custard apple; Graviola; Monkey Apple; Corossol; Wild soursop; Mullatha; Sorsaka; లక్ష్మణ ఫలం; Caribbean Custard Apple
Annona neoinsignis,H.Rainer,5541616,1454755,null,LC,Coral Sugar Apple
Annona nitida,Mart.,5407001,1454762,null,LC,
Annona paludosa,Aubl.,5407287,1401263,null,LC,
Annona sericea,Dunal,5407270,1401269,null,LC,
Annona squamosa,L.,5407099,1386663,null,LC,Sugar apple; Sweet sop; Custard apple; Scopapel; Cuban sugar apple; Cachiman; Anón; Ata; Custard-pineapple; Sugar-pineapple; Sirkaya; Sharifa; Atis; Skopapel; Soursop; Fasadabur; Seetha phalam; القشطه; Sitha Phal; Kanonak; Chirimoya; సింతపలక చెట్టు
Antonia ovata,Pohl,7289298,1401978,null,LC,
Antrocaryon amazonicum,(Ducke) B.L.Burtt & A.W.Hill,3660664,1726058,null,,
Aparisthmium cordatum,(A.Juss.) Baill.,3072468,1401665,null,LC,
Apeiba petoumo,Aubl.,4260473,1405206,null,LC,
Appunia triphylla,Ducke,2915498,1670458,null,LC,
Aptandra tubicina,(Poepp.) Benth. ex Miers,3685770,1608899,null,LC,
Apuleia leiocarpa,(Vogel) J.F.Macbr.,5353578,1570204,null,LC,
Archidendron ramiflorum,(F.Muell.) Kosterm.,2941451,1570362,null,LC,
Artocarpus altilis,(Parkinson) Fosberg,2984573,1363145,null,,Breadfruit; Dugdug; Breadfruit Tree; Pana; Artocarpus
Artocarpus heterophyllus,Lam.,2984565,1402426,null,,Jackfruit; Nangka; Jack; Jak; Kathal; Khatal; Jacktree; Jack fruit tree; Jak-fruit; పనస; Jackfruit Tree; Lamkhuang; কাঠাল; Nangka Tree; Pala pazham
Aspidosperma album,(Vahl) Benoist ex Pichon,3620391,1401778,null,LC,
Aspidosperma carapanauba,Pichon,3619163,1404447,null,LC,
Aspidosperma desmanthum,Benth. ex Müll.Arg.,3618792,1459342,null,LC,
Aspidosperma eteanum,Markgr.,3618586,1459346,null,,
Aspidosperma excelsum,Benth.,3618555,1401781,null,LC,
Aspidosperma myristicifolium,(Markgr.) Woodson,3617818,1459357,null,LC,
Aspidosperma oblongum,A.DC.,3617704,1401803,null,LC,
Aspidosperma obscurinervium,Azambuja,3617687,1459364,null,,
Aspidosperma pachypterum,Müll.Arg.,3617572,1459366,null,LC,
Aspidosperma sandwithianum,Markgr.,3616872,1404446,null,LC,
Aspidosperma schultesii,Woodson,3616833,1407468,null,LC,
Aspidosperma spruceanum,Benth. ex Müll.Arg.,3616705,1406374,null,LC,
Aspidosperma williamii,Duarte,3616381,1459385,null,,
Asteranthos brasiliensis,Desf.,3082325,1567603,null,LC,
Astrocaryum aculeatum,G.Mey.,2733384,1404350,null,LC,Acuyuru-plam; Cuyuro-palm; Tucumou; Tucuma
Astrocaryum ferrugineum,F.Kahn & B.Millán,2738061,1468514,null,LC,
Astrocaryum jauari,Mart.,2738136,1417564,null,LC,Awarra; Jauari
Astrocaryum murumuru,Mart.,2738081,1403053,null,LC,Murumuru
Astrocaryum sciophilum,(Miq.) Pulle,2738106,1403070,null,LC,
Astronium lecointei,Ducke,7321583,1454108,null,LC,
Attalea maripa,(Aubl.) Mart.,2732686,1404352,null,LC,Maripa palm; Cokerite Palm; Naj; American oil palm; Cucurite palm; Cocurita palm
Averrhoa carambola,L.,2891641,1366297,null,DD,Starfruit; Carambola; Five-corner; Kamranga; Blimbing; Caramba; Chinese gooseberry; Country gooseberry; Five FIngers; Malaysian Star; Malaysian Starfruit
Bactris acanthocarpoides,Barb.Rodr.,2733177,1403098,null,LC,
Bactris balanophora,Spruce,2733383,1404982,null,LC,
Bactris bidentula,Spruce,2733161,1468599,null,LC,
Bactris brongniartii,Mart.,2732909,1404355,null,LC,
Bactris concinna,Mart.,2733151,1405701,null,LC,
Bactris constanciae,Barb.Rodr.,2733003,1403128,null,LR/lc,
Bactris corossilla,H.Karst.,2733242,1468607,null,LC,
Bactris gasipaes,Kunth,2733060,1403153,null,LC,Peach palm; Spiny-club palm; Pewa; Pejibave palm; Chonta; Gachipaes; Pewa nut; Pijuayo; Pupunha
Bactris maraja,Mart.,2732946,1403187,null,LC,
Bactris riparia,Mart.,2733109,1468638,null,LC,
Bagassa guianensis,Aubl.,3763926,1402427,null,LC,Tatajuba
Banara guianensis,Aubl.,7274188,1401742,null,LC,
Batesia floribunda,Spruce ex Benth.,5357360,1726067,null,LC,
Batocarpus amazonicus,(Ducke) Fosberg,3763869,1402428,null,LC,
Bauhinia curvula,Benth.,2953422,1573405,null,LC,
Bauhinia grandifolia,(Bong.) D.Dietr.,2953383,1734332,null,LC,
Bauhinia longicuspis,Spruce ex Benth.,2952966,1400458,null,LC,
Bellucia aequiloba,Pilg.,3866826,1597371,null,LC,
Bellucia egensis,"(DC.) Penneys, Michelang., Judd & Almeda",5938551,1726866,null,LC,
Bellucia grossularioides,(L.) Triana,3866649,1402140,null,LC,
Bellucia ovata,"(O.Berg ex Triana) Penneys, Michelang., Judd & Almeda",5938554,1726869,null,LC,
Bellucia pentamera,Naudin,3866517,1382108,null,LC,
Bellucia riparia,"(S.S.Renner) Penneys, Michelang., Judd & Almeda",3866484,1735642,null,DD,
Bertholletia excelsa,Bonpl.,3083180,1405235,null,VU,Brazil nut; Brazil-nut Tree; Para Nut; Brazilnut-tree; Creamnut
Bertiera guianensis,Aubl.,2908816,1403249,null,LC,
Bixa arborea,Huber,4087208,1477055,null,LC,
Bixa orellana,L.,2874863,1377104,null,LC,Lipstick tree; Achiote; Annatto; Arnatto; Anatto; Blood tree; Annato; Arnotto; Urucum; Woucou; Lipstick plant; Roucou
Blastemanthus gemmiflorus,(Mart.) Planch.,3694978,1608448,null,,
Blastemanthus grandiflorus,Spruce ex Engl.,3696500,1608449,null,LC,
Blepharandra heteropetala,W.R.Anderson,3984387,1591462,null,,
Blepharocalyx eggersii,(Kiaersk.) Landrum,3187961,1409403,null,LC,
Bocageopsis mattogrossensis,(R.E.Fr.) R.E.Fr.,3156944,1454895,null,LC,
Bocageopsis multiflora,(Mart.) R.E.Fr.,3156936,1403811,null,LC,
Bocageopsis pleiosperma,Maas,3156940,1454896,null,LC,
Bocoa viridiflora,(Ducke) R.S.Cowan,2941179,1400467,null,,
Bonyunia antoniifolia,Progel,4018819,1589648,null,LC,
Bonyunia magnifica,J.R.Grant,7907766,1589651,null,DD,
Bothriospora corymbosa,(Benth.) Hook.f.,2923922,1404942,null,LC,
Botryarrhena pendula,Ducke,2900943,1400393,null,LC,
Bowdichia nitida,Spruce ex Benth.,2975478,1734346,null,LC,Sucupira; Brazilian chestnut
Bowdichia virgilioides,Kunth,2975476,1405688,null,LC,
Bredemeyera floribunda,Willd.,7293394,1656789,null,LC,
Brosimum acutifolium,Huber,7262461,1402429,null,LC,
Brosimum amazonicum,(Poepp. & Endl.) E.M.Gardner & Zerega,11724343,1830392,null,LC,
Brosimum guianense,(Aubl.) Huber ex Ducke,7374879,1601575,null,LC,Snakewood; Guiana brosimum; Bastard breadnut
Brosimum lactescens,(S.Moore) C.C.Berg,3763127,1402431,null,LC,
Brosimum longifolium,Ducke,3763078,1601576,null,,
Brosimum melanopotamicum,C.C.Berg,3763052,1601577,null,LC,
Brosimum parinarioides,Ducke,3762924,1402432,null,LC,
Brosimum potabile,Ducke,3762892,1601579,null,LC,
Brosimum rubescens,Taub.,3762826,1402434,null,LC,Bloodwood cacique; Bloodwood; Satinwood
Brosimum sprucei,(Baill.) E.M.Gardner & Zerega,11665758,1834623,null,LC,
Brosimum utile,(Kunth) Oken,8042591,1601580,null,LC,Cow tree; Milk Tree
Brownea grandiceps,Jacq.,2970463,1368796,null,LC,Rose-of-Venezuela; Rose of Venezuela; Scarlet Flame Bean
Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,9406432,1729328,null,EW,Angel's tears; Angel's trumpet; White angel's trumpet
Brunfelsia grandiflora,D.Don,2932917,1690203,null,LC,Largeflower brunfelsia; Yesterday today and tomorrow
Brunfelsia uniflora,(Pohl) D.Don,2932913,1407740,null,LC,Manaca; Vegetable mercury; Manaca rain tree
Bunchosia armeniaca,(Cav.) DC.,7285310,1408959,null,LC,Chico mamey; Peanut-butter plant; Peanut butter fruit; Sunset fruit
Bunchosia glandulifera,(Jacq.) Kunth,3191336,1409420,null,LC,Cafe falso
Burdachia duckei,Steyerm.,3982902,1591547,null,LC,
Burdachia prismatocarpa,Mart. ex A.Juss.,7285048,1591548,null,LC,
Burdachia sphaerocarpa,A.Juss.,7285039,1405814,null,LC,
Byrsonima aerugo,Sagot,3982815,1402017,null,LC,
Byrsonima arthropoda,A.Juss.,3982744,1405569,null,LC,
Byrsonima chrysophylla,Kunth,7508346,1726097,null,,
Byrsonima coniophylla,A.Juss.,3982431,1591571,null,LC,
Byrsonima crassifolia,(L.) Kunth,3191361,1402020,null,LC,Golden-spoon; Craboo; Nance; Maricao cimun
Byrsonima crispa,A.Juss.,3986307,1404249,null,LC,
Byrsonima cuprea,Griseb.,3986252,1591576,null,,
Byrsonima duckeana,W.R.Anderson,3986103,1591581,null,LC,
Byrsonima eugeniifolia,Sandwith,3986056,1402025,null,LC,
Byrsonima fernandezii,Cuatrec.,3985998,1591585,null,LC,
Byrsonima garcibarrigae,Cuatrec.,3985907,1591590,null,LC,
Byrsonima incarnata,Sandwith,3985722,1405422,null,LC,
Byrsonima japurensis,A.Juss.,7285639,1591606,null,LC,
Byrsonima laevis,Nied.,3985586,1591609,null,,
Byrsonima laxiflora,Griseb.,7285610,1591612,null,LC,
Byrsonima poeppigiana,A.Juss.,7285470,1591648,null,LC,
Byrsonima punctulata,A.Juss.,3984830,1591650,null,LC,
Byrsonima rodriguesii,W.R.Anderson,3984753,1591655,null,EN,
Byrsonima souzae,W.R.Anderson,3984606,1591661,null,EN,
Byrsonima spicata,(Cav.) Rich. ex Kunth,7864749,1419386,null,LC,Doncella; Hollyhock; Hilly Hock Mahogany Tree
Byrsonima stipulacea,A.Juss.,3984506,1402023,null,LC,
Byrsonima verbascifolia,(L.) DC.,7608514,1402024,null,LC,
Caesalpinia pulcherrima,(L.) Sw.,2958715,1366954,null,LC,Pride-of-Barbados; Mexican Bird of Paradise; Peacock Flower; गुलमोहर; Dwarf poinciana; Paradise-flower; Barbados flower-fence; Barbados-pride; Flower-fence; Dwarf flamboyant; Pride of Barbados; Kemerakan; Red Bird of Paradise; Barbados flower; Aigrette; Flamboyant Nain; Petit Flamboyant; Krishnachura; হলুদ রাধাচূড়া; చిన్న తురాయి; Peacock Tree; Gulmohar; Flamboyant Mirim
Calliandra surinamensis,Benth.,2982188,1366525,null,LC,Pink powder puff; Surinamese stickpea; Pink powderpuff; Pink tassel flower; Surinam calliandra; Powder puff plant; گل ابریشمی صورتی; Powderpuff Plant; Surinamese Calliandra; Suriname Powderpuff; Persian Silktree
Calliandra trinervia,Benth.,2982031,1405106,null,LC,
Calophyllum brasiliense,Cambess.,5421069,1401137,null,LC,Maria; Santa Maria; Jacareuba; Galba; Beauty leaf; River marble; St Mary's tree
Calotropis procera,(Aiton) W.T.Aiton,5414566,1389027,null,LC,Apple of Sodom; French-cotton; Liberty Tree; Mudar; Prince-of-Wales crown; Roostertree; Seto; Gedla Akonda; Sodom's-milkweed; Sodom-apple; Sprain Leaf; Apple-of-Sodom; Auricula-tree; Cabbagetree; Camelweed; Giant-milkweed; Kapoktree; Rubberbush; Rubbertree; Small crownflower; Swallowwort; Mudar plant; Felt plant; Dead-Sea fruit; Calotropis; کرک، استبرق; SILK COTTON
Calycolpus calophyllus,(Kunth) O.Berg,3177632,1602861,null,LC,
Calycolpus goetheanus,(Mart. ex DC.) O.Berg,3177607,1405905,null,LC,Wild guava
Calycolpus revolutus,(Schauer) O.Berg,3177640,1405906,null,LC,
Calycophyllum intonsum,Steyerm.,2904007,1671175,null,,
Calycophyllum spruceanum,(Benth.) Hook.f. ex K.Schum.,2904000,1671181,null,LC,Mulatto; Naked tree; Pau mulato
Campsiandra angustifolia,Spruce ex Benth.,2933026,1400476,null,LC,
Campsiandra chigo-montero,Stergios,3931870,1574260,null,LC,
Campsiandra implexicaulis,Stergios,3931846,1574266,null,LC,
Campsiandra laurifolia,Benth.,2933025,1726105,null,LC,
Caraipa costata,Spruce ex Benth.,3712764,1488651,null,,
Caraipa densifolia,Mart.,7330101,1401141,null,LC,
Caraipa duckeana,Kubitzki,3712738,1488652,null,,
Caraipa grandifolia,Mart.,7330089,1488654,null,LC,
Caraipa heterocarpa,Ducke,3712630,1488655,null,,
Caraipa odorata,Ducke,3712437,1488662,null,DD,
Caraipa punctulata,Ducke,3712354,1401148,null,LC,
Caraipa rodriguesii,Paula,3712313,1488665,null,VU,
Caraipa savannarum,Kubitzki,3712302,1406539,null,LC,
Caraipa valioi,Paula,3712228,1488669,null,,
Carapa guianensis,Aubl.,3190513,1402298,null,LC,Crabwood; Guiana crabwood; Crab oil tree; Bullet wood; Crab oil
Carapa procera,DC.,3851350,1402299,null,LC,African crabwood
Carapa surinamensis,Miq.,3851309,1600524,null,,Carapa
Carapa vasquezii,Kenfack,8123152,1600525,null,LC,
Carapichea adinantha,(Standl.) C.M.Taylor,9632532,1723445,null,LC,
Carapichea ligularis,(Rudge) Delprete,2920676,1400398,null,,
Carapichea pacimonica,(Müll.Arg.) C.M.Taylor,8283747,1731236,null,,
Carica papaya,L.,2874484,1378024,null,DD,Papaya; Pawpaw; Papaw; Pape; Tree melon; Melon-tree; Mamon; Pepaya; Papaya Tree; Mamoeiro-fêmea; Betik (Malay); పొప్పడి (బొప్పాయి) చెట్టు
Cariniana estrellensis,(Raddi) Kuntze,3083020,1567653,null,,Plains Oak
Cariniana micrantha,Ducke,3083044,1567655,null,,
Carpotroche crispidentata,Ducke,3878070,1401743,null,LC,
Carpotroche longifolia,(Poepp.) Benth.,7274065,1401744,null,LC,
Caryocar coriaceum,Wittm.,3826056,1491961,null,EN,
Caryocar cuneatum,Wittm.,3826020,1491963,null,LC,
Caryocar glabrum,(Aubl.) Pers.,3826026,1400793,null,LC,Bat's souari
Caryocar microcarpum,Ducke,3826036,1400794,null,LC,
Caryocar pallidum,A.C.Sm.,3826012,1400796,null,LC,
Caryocar villosum,(Aubl.) Pers.,3826009,1400795,null,LC,Piquia; Lemon wood
Cascabela thevetia,(L.) Lippold,3169652,1369909,null,LC,Luckynut; Yellow oleander; पीली कनेर; فندق خوشبختی; Kaner; Exile tree; Be-still tree; Trumpet flower; Bee-still Tree; خرزهره زرد يا شيناس; పచ్చ గన్నేరు; কলকে ফুল; அரளி; Ki Hujan; Nagasari; Ginje
Casearia aculeata,Jacq.,5331145,1404211,null,LC,Rabo de ranton; Cockspur; Thom Prickle
Casearia acuminata,DC.,8353057,1401746,null,,
Casearia arborea,(Rich.) Urb.,5331149,1401747,null,LC,Gia Verde
Casearia bicolor,Urb.,5331156,1824947,null,LC,Cuero de rana
Casearia combaymensis,Tul.,7723868,1401748,null,LC,
Casearia corymbulosa,(Spruce ex Benth.) T.Samar. & M.H.Alford,10710471,1834504,null,LC,
Casearia cotticensis,Uittien,8237571,1726475,null,,
Casearia decandra,Jacq.,5331147,1401750,null,LC,Guaçatumba; Wild Honeytree; Crack Open; Jumbie apple; Wild cherry; Wild honey tree
Casearia duckeana,Sleumer,7655462,1683539,null,,
Casearia grandiflora,Cambess.,7444383,1401751,null,LC,
Casearia manausensis,Sleumer,8090703,1683579,null,LC,
Casearia mariquitensis,Kunth,8087441,1401754,null,LC,
Casearia negrensis,Eichler,7400916,1401755,null,LC,
Casearia obliqua,Spreng.,7400113,1683602,null,LC,
Casearia obovalis,Poepp. ex Griseb.,8004155,1683604,null,LC,
Casearia pitumba,Sleumer,7499281,1401756,null,LC,
Casearia resinifera,Spruce ex Eichler,8173826,1401757,null,LC,
Casearia sylvestris,Sw.,5331148,1401759,null,LC,Wild sage; Crackopen
Casearia ulmifolia,Vahl ex Vent.,8205521,1401760,null,LC,
Casimirella ampla,(Miers) R.A.Howard,3596825,1405751,null,,
Casimirella rupestris,(Ducke) R.A.Howard,3596704,1555755,null,,
Cassia fastuosa,Willd. ex Vogel,7888605,1734375,null,LC,
Cassia fistula,L.,5357108,1368528,null,LC,Golden Shower Tree; Amaltas; Indian-laburnum; Golden shower; Purging cassia; Liquorice Plant; Trommelstok; Golden-rain; Pudding pipe tree; Purging fistula; Golden-shower senna; Drumstick tree; Shower of gold; Cassie; Crown of Gold Tree; Purging Cassi; The Indian Laburnum; Pudding-pie-tree; Casse-habitant; अमलतास; చెట్టు తంగేడు
Cassia grandis,L.f.,5357158,1400481,null,LC,Pink Shower; Appleblossom cassia; Coral shower; Horse cassia; Pink shower tree
Cassia leiandra,Benth.,5357153,1368530,null,LC,Powerful rattle
Cassia rubriflora,Ducke,5357083,1574578,null,,
Cassia spruceana,Benth.,5357084,1400485,null,LC,
Cassipourea guianensis,Aubl.,3086520,1403238,null,LC,Bastard waterwood; Goatwood
Cassipourea peruviana,Alston,3873906,1666181,null,LC,
