scientific_name,author,gbif_id,plantnet_id,iucn_category,common_names
Ouratea patens,Engl.,3696179,1608717,DD,
Ouratea spruceana,Engl.,3696427,1404677,LC,
Ouratea superba,Engl.,3696042,1404185,LC,
Ouratea thyrsoidea,Engl.,3695707,1608767,,
Oxandra espintana,(Spruce ex Benth.) Baill.,3154751,1455818,LC,
Oxandra euneura,Diels,3154785,1455819,LC,
Oxandra riedeliana,R.E.Fr.,3154743,1725000,LC,
Pachira amazonica,(A.Robyns) W.S.Alverson,4073151,1594957,LC,
Pachira aquatica,Aubl.,3152235,1388748,LC,Money Plant; Provision-tree; Water-chestnut; Wild cocoa; Malabar-chestnut; Guiana-chestnut; Sabanut; French peanut; Pachira nut; Money tree; American chestnut; Money  plant; Barekat; Monguba; Pohon Uang; Water Pachira
Pachira duckei,(A.Robyns) Fern.Alonso,4073968,1594965,,
Pachira faroensis,(Ducke) W.S.Alverson,4073942,1594968,NT,
Pachira insignis,(Sw.) Savigny,9110773,1409869,LC,Wild chestnut; Wild breadnut; Wild chataigne
Pachira macrocalyx,(Ducke) Fern.Alonso,4073807,1407555,,
Pachira minor,(Sims) Hemsl.,4073771,1594975,LC,
Pachira nervosa,(Uittien) Fern.Alonso,4073746,1594976,LC,
Pachira nitida,Kunth,4073733,1594977,LC,
Pachyloma coriaceum,DC.,3859361,1599836,LC,
Pagamea coriacea,Spruce ex Benth.,2902155,1406097,LC,
Pagamea duckei,Standl.,2902168,1676814,,
Pagamea guianensis,Aubl.,2902183,1403332,LC,
Pagamea macrophylla,Spruce ex Benth.,2902162,1676820,,
Pagamea pilosa,(Standl.) Steyerm.,2902177,1676824,,
Pagamea plicata,Spruce ex Benth.,2902164,1676825,LC,
Pagamea plicatiformis,Steyerm.,2902169,1676826,,
Pagamea puberula,Steyerm.,2902181,1676827,,
Pagamea thyrsiflora,Spruce ex Benth.,2902174,1405407,LC,
Palicourea acuminata,(Benth.) Borhidi,7763101,1717775,LC,
Palicourea amapaensis,Steyerm.,2898760,1403334,LC,
Palicourea corymbifera,(Müll.Arg.) Standl.,2898665,1406916,LC,
Palicourea crocea,(Sw.) Schult.,2899248,1409872,,Red Cappel; Yellow palicourea
Palicourea croceoides,Ham.,2899117,1406098,,Palo de cachimbo; Yellow-cedar
Palicourea fastigiata,Kunth,2899203,1407133,,
Palicourea grandiflora,(Kunth) Standl.,2898941,1403338,LC,
Palicourea grandifolia,(Willd. ex Schult.) Standl.,2898898,1676950,LC,
Palicourea guianensis,Aubl.,2898772,1403339,LC,Showy Cappel
Palicourea hoffmannseggiana,(Willd. ex Schult.) Borhidi,8095300,1723236,LC,Hoffmannsegg's wild coffee
Palicourea lasiantha,K.Krause,2898948,1676990,,
Palicourea longiflora,DC.,2898891,1677004,,
Palicourea longistipulata,Standl.,2898970,1677007,LC,
Palicourea nigricans,K.Krause,2898690,1404738,LC,
Palicourea nitidella,(Müll.Arg.) Standl.,2898672,1677039,,
Palicourea punicea,(Ruiz & Pav.) DC.,2898728,1677079,,
Palicourea quadrifolia,(Rudge) DC.,2899227,1403344,LC,
Palicourea spectabilis,(Steyerm.) Borhidi,10326322,1732205,,
Palicourea stipulosa,(Müll.Arg.) Borhidi,11071294,1724323,LC,
Palicourea triphylla,DC.,2899345,1403346,LC,
Paloue induta,Sandwith,2958898,1405999,,
Paloue speciosa,(Ducke) Redden,11090693,1841463,,
Panopsis sessilifolia,(Rich.) Sandwith,5638181,1403217,LC,
Parahancornia amara,(Markgr.) Monach.,3621229,1462308,DD,
Parahancornia fasciculata,(Poir.) Benoist,3621214,1406387,LC,
Paraia bracteata,"Rohwer, H.G.Richt. & van der Werff",4176819,1733570,LC,
Paramachaerium ormosioides,(Ducke) Ducke,2959534,1405343,,
Paramachaerium schomburgkii,Ducke,2959531,1733573,LC,
Parinari cardiophylla,Ducke,2984939,1495378,,
Parinari montana,Aubl.,2984746,1495387,LC,
Parinari parvifolia,Sandwith,2984969,1404500,NT,
Parinariopsis licaniiflora,(Sagot) Sothers & Prance,9968101,1830264,LC,
Parkia decussata,Ducke,5348872,1402408,,
Parkia discolor,Spruce ex Benth.,5348855,1725561,LC,
Parkia igneiflora,Ducke,5348829,1402410,LC,
Parkia multijuga,Benth.,5348884,1583847,LC,
Parkia nitida,Miq.,5348833,1402411,LC,
Parkia paraensis,Ducke,5348874,1583849,NT,
Parkia pendula,(Willd.) Benth. ex Walp.,5348857,1402412,LC,
Parkia velutina,Benoist,5348846,1407091,LC,
Pausandra macropetala,Ducke,3075109,1547190,LC,
Paypayrola grandiflora,Tul.,4074338,1405478,LC,
Paypayrola guianensis,Aubl.,4074325,1403860,LC,
Paypayrola longifolia,Tul.,4074300,1405565,LC,
Peltogyne campestris,Huber ex Ducke,2952719,1735416,LC,
Peltogyne catingae,Ducke,2952703,1583926,LC,
Peltogyne excelsa,Ducke,2952723,1583930,VU,
Peltogyne gracilipes,Ducke,2952712,1583932,EN,
Peltogyne paniculata,Benth.,2952728,1403830,,Purpleheart
Peltogyne subsessilis,W.A.Rodrigues,2952700,1583944,,
Peltogyne venosa,(Vahl) Benth.,2952706,1400609,,
Pentaclethra macroloba,(Willd.) Kuntze,2943558,1402415,LC,Gavilán Tree; Trysil; Iripil bark tree
Pentagonia spathicalyx,K.Schum.,5334752,1677470,LC,
Pentascyphus thyrsiflorus,Radlk.,3786334,1406143,,
Pera bicolor,(Klotzsch) Müll.Arg.,5614965,1401726,LC,
Pera decipiens,(Müll.Arg.) Müll.Arg.,5614954,1404688,LC,
Pera distichophylla,(Mart.) Baill.,6045893,1641108,LC,
Pera glabrata,(Schott) Poepp. ex Baill.,6045891,1641114,LC,
Pera heteranthera,(Schrank) I.M.Johnst.,5614923,1641117,LC,
Pera manausensis,Bigio & Secco,8032630,1641120,EN,
Pera pulchrifolia,Ducke,5614891,1641130,CR,
Pera tomentosa,(Benth.) Müll.Arg.,5614884,1641132,LC,
Perebea guianensis,Aubl.,7262696,1402469,LC,
Perebea mollis,(Poepp. & Endl.) Huber,7262684,1402470,LC,
Perebea rubra,(Trécul) C.C.Berg,7262674,1400388,LC,
Peritassa dulcis,(Benth.) Miers,3793418,1494684,LC,
Peritassa laevigata,(Hoffmanns. ex Link) A.C.Sm.,3793297,1404513,LC,
Peritassa manaoara,Lombardi,3793279,1494690,,
Persea americana,Mill.,3034046,1364365,LC,Avocado; Butter Fruit; آواکادو; Alligator Pear; Pear Tree; Avocado Pear; Holly ghost pear; Guatemalan avocado; Ashue; Avacado; Pear; West indian avocado; Aguacate (Español); Euclyptas trees; వెన్న చెట్టు; Աւկատանձ; వెన్న పండు చెట్టు; Avokado; Abokato
Phenakospermum guyannense,(A.Rich.) Endl. ex Miq.,2763146,1692575,LC,Wild Strelitzia; Travelers Palm
Phyllanthus biantherifer,Croizat,5381608,1642151,,
Phyllanthus madeirensis,Croizat,5382144,1642456,LC,
Phyllanthus myrsinites,Kunth,5382756,1642534,LC,
Phyllanthus rupestris,Kunth,5381344,1642684,LC,
Phyllostemonodaphne geminiflora,(Meisn.) Kosterm.,4181666,1733574,EN,
Physocalymma scaberrimum,Pohl,7286107,1591071,LC,Tulipwood
Picramnia elliptica,Kuhlm. ex Pirani & W.W.Thomas,3709160,1733711,,
Picramnia juniniana,J.F.Macbr.,3708958,1643058,,
Picramnia spruceana,Engl.,3709163,1643070,LC,
Picrolemma sprucei,Benth. & Hook.f.,3708755,1725636,LC,
Pinus caribaea,Morelet,5285740,1390018,LC,Pitch pine; Caribbean pine; Nicaragua Pine; Bahamas pitch pine; Honduras pine; Caribbean pine tree; Cuban pine; Hondurus pine
Piparea dentata,Aubl.,3878707,1726473,LC,
Piparea multiflora,C.F.Gaertn.,3878690,1726472,LC,
Piper aduncum,L.,3086337,1376711,LC,Spiked pepper; Bamboo Piper; Higuillo de hoja menuda; Spiked pepperbush; False Matico; Higuillo; Peppervine
Piper aequale,Vahl,3086344,1402929,LC,Doctor bush
Piper arboreum,Aubl.,7304860,1376706,,
Piper cernuum,Vell.,7304919,1402942,LC,
Piper dilatatum,Rich.,3086349,1402946,LC,Higuillo; Candle bush; Doctor bush; Snakebush
Piper glabrescens,(Miq.) C.DC.,3086334,1405494,LC,Doctor bush; Guyanese pepper
Piper hispidum,Sw.,3086355,1402950,LC,Jamaican Pepper
Piper hostmannianum,(Miq.) C.DC.,7305149,1402951,LC,
Piper obliquum,Ruiz & Pav.,7143828,1402958,,
Piper tuberculatum,Jacq.,3086328,1402969,LC,Cigarette plant
Piranhea trifoliolata,Baill.,7276114,1722936,,
Plathymenia reticulata,Benth.,5355647,1405895,LC,
Platonia insignis,Mart.,5421063,1401195,,Bacury; Guyana orange
Platycarpum froesii,Bremek.,2897739,1677621,LC,
Platymiscium pinnatum,(Jacq.) Dugand,2944742,1402873,LC,Panama redwood
Platymiscium trinitatis,Benth.,2944725,1404279,LC,Trinidad Macawood
Pleurisanthes artocarpi,Baill.,3596807,1405754,,
Pleurisanthes emarginata,Tiegh.,3596773,1405755,,
Pleurisanthes flava,Sandwith,3596757,1405756,,
Pleurisanthes parviflora,(Ducke) R.A.Howard,3596727,1401880,,
Pleurisanthes simpliciflora,Sleumer,3596706,1555840,,
Pleurothyrium parviflorum,Ducke,5685691,1404134,LC,
Pleurothyrium vasquezii,van der Werff,5685640,1567482,LC,
Plinia clausa,McVaugh,5415627,1606461,EN,
Plinia rivularis,(Cambess.) Rotman,5415592,1606505,LC,
Plukenetia brachybotrya,Müll.Arg.,3070722,1547207,LC,
Podocalyx loranthoides,Klotzsch,3075159,1643115,LC,
Pogonophora schomburgkiana,Miers ex Benth.,3917423,1401736,LC,
Polyscias scutellaria,(Burm.f.) Fosberg,3035778,1400337,LC,Dinnerplate-aralia; Shield Aralia; Plum aralia; Millonaria; Mangkokan; Aralia Fabian
Poraqueiba guianensis,Aubl.,3597495,1401879,LC,Umari sauvage
Poraqueiba sericea,Tul.,3597450,1419202,LC,
Porocystis acuminata,(Radlk.) Acev.-Rodr.,3785753,1686250,,
Porocystis toulicioides,Radlk.,3785736,1405149,,
Posoqueria latifolia,(Rudge) Schult.,2893899,1677729,LC,Brazilian oak; Needle flower tree; Perfume tree
Posoqueria longiflora,Aubl.,2893927,1403351,LC,
Potalia amara,Aubl.,7725626,1401980,LC,
Potalia resinifera,Mart.,4019684,1549828,LC,
Pourouma bicolor,Mart.,7316430,1405094,LC,
Pourouma cecropiifolia,Mart.,4013508,1420816,LC,Amazon grape; Amazon Tree-grape
Pourouma cucura,Standl. & Cuatrec.,4013430,1695620,LC,
Pourouma ferruginea,Standl.,4013357,1695623,LC,
Pourouma guianensis,Aubl.,7316407,1403843,LC,
Pourouma melinonii,Benoist,7316396,1403759,LC,
Pourouma minor,Benoist,4013658,1403760,LC,
Pourouma mollis,Trécul,7316440,1403844,LC,
Pourouma myrmecophila,Ducke,4013612,1695628,LC,
Pourouma ovata,Trécul,4013587,1695631,,
Pourouma tomentosa,Mart. ex Miq.,7316411,1403845,LC,
Pourouma velutina,Mart. ex Miq.,4013280,1695636,LC,
Pourouma villosa,Trécul,4013258,1404238,LC,
Pouteria ambelaniifolia,(Sandwith) T.D.Penn.,2884113,1403500,LC,
Pouteria anomala,(Pires) T.D.Penn.,2884642,1407375,,
Pouteria bilocularis,(H.J.P.Winkl.) Baehni,2884964,1405447,LC,
Pouteria caimito,(Ruiz & Pav.) Radlk.,2884788,1403502,LC,Caimito; Abiu; Blueberry Pie fruit
Pouteria campanulata,Baehni,2884358,1687189,,
Pouteria cicatricata,T.D.Penn.,2884125,1406703,LR/nt,
Pouteria cladantha,Sandwith,2884943,1404948,LC,
Pouteria coriacea,(Pierre) Pierre,2884437,1406294,LC,
Pouteria crassiflora,Pires & T.D.Penn.,2884216,1687200,VU,
Pouteria cuspidata,(A.DC.) Baehni,2884675,1403504,LC,
Pouteria decorticans,T.D.Penn.,2884298,1403505,LC,
Pouteria decussata,(Ducke) Baehni,2884261,1687202,DD,
Pouteria durlandii,(Standl.) Baehni,2884848,1405443,LC,
Pouteria egregia,Sandwith,2884442,1403506,LC,
Pouteria elegans,(A.DC.) Baehni,2884384,1687205,LC,
Pouteria engleri,Eyma,2884181,1403507,LC,
Pouteria ericoides,T.D.Penn.,2884711,1687207,DD,
Pouteria erythrochrysa,T.D.Penn.,2884130,1687208,VU,
Pouteria eugeniifolia,(Pierre) Baehni,2884840,1405446,LC,
Pouteria filipes,Eyma,2884362,1403509,LC,
Pouteria fimbriata,Baehni,2884347,1406157,LC,
Pouteria flavilatex,T.D.Penn.,2884227,1400825,,
Pouteria freitasii,T.D.Penn.,2884194,1687217,VU,
Pouteria fulva,T.D.Penn.,2884787,1687218,LC,
Pouteria gabrielensis,(Gilly ex Aubrév.) T.D.Penn.,2884721,1687220,LC,
Pouteria gardneri,(Mart. & Eichler) Baehni,2884466,1730196,LC,
Pouteria glomerata,(Miq.) Radlk.,2884079,1405586,LC,
Pouteria gomphiifolia,(Mart. ex Miq.) Radlk.,2884863,1687227,LC,
Pouteria guianensis,Aubl.,2884510,1403512,LC,
Pouteria jariensis,Pires & T.D.Penn.,2884503,1403514,,
Pouteria juruana,K.Krause,2884365,1407317,EN,
Pouteria laevigata,(Mart.) Radlk.,2884670,1405442,LC,
Pouteria latianthera,T.D.Penn.,2884344,1687237,LC,
Pouteria lucens,(Mart. & Miq.) Radlk.,2884195,1687242,VU,
Pouteria macrocarpa,(Mart.) D.Dietr.,2884504,1405969,VU,
Pouteria macrophylla,(Lam.) Eyma,2884481,1403515,LC,
Pouteria manaosensis,(Aubrév. & Pellegr.) T.D.Penn.,2884145,1687247,,
Pouteria maxima,T.D.Penn.,2884154,1400826,VU,
Pouteria minima,T.D.Penn.,2884177,1687253,EN,
Pouteria multiflora,(A.DC.) Eyma,2884744,1403517,,Bullytree; Penny-piece
Pouteria oblanceolata,Pires,2884862,1403519,LC,
Pouteria opposita,(Ducke) T.D.Penn.,2884288,1687259,,
Pouteria oppositifolia,(Ducke) Baehni,2884252,1687260,VU,
Pouteria pachyphylla,T.D.Penn.,2884898,1687266,VU,
Pouteria pallens,T.D.Penn.,2884846,1687267,LC,
Pouteria pariry,(Ducke) Baehni,2884573,1687270,LC,
Pouteria peruviensis,(Aubrév.) Bernardi,2884891,1687274,VU,
Pouteria petiolata,T.D.Penn.,2884723,1403520,VU,
Pouteria platyphylla,(A.C.Sm.) Baehni,2884374,1400829,LR/nt,
Pouteria plicata,T.D.Penn.,2884361,1687278,LC,
Pouteria procera,(Mart.) K.Hammer,2884909,1687281,LC,
Pouteria pubescens,(Aubrév. & Pellegr.) T.D.Penn.,2884526,1687284,VU,
Pouteria resinosa,T.D.Penn.,2884947,1687289,EN,
Pouteria reticulata,(Engl.) Eyma,2884054,1403521,LC,
Pouteria retinervis,T.D.Penn.,2884901,1403522,LR/cd,
Pouteria rigida,(Mart. & Eichler) Radlk.,2884534,1406159,LC,
Pouteria rostrata,(Huber) Baehni,2884141,1687296,LC,
Pouteria sapota,(Jacq.) H.E.Moore & Stearn,2884162,1409951,LC,Naseberry; Mamey; Mamey sapote; Mammee sapote; Marmalade-plum; Marmalade-tree; Sapote; Mammey sapote; Marmelade plum; Mammee sapota
Pouteria stipulifera,T.D.Penn.,2884847,1687312,DD,
Pouteria stylifera,T.D.Penn.,2884784,1687313,,
Pouteria surumuensis,Baehni,2884433,1404152,LC,
Pouteria tarumanensis,Pires,2884140,1687318,LC,
Pouteria torta,(Mart.) Radlk.,2884812,1403525,LC,
Pouteria venosa,(Mart.) Baehni,2884608,1405594,LC,
Pouteria vernicosa,T.D.Penn.,2884494,1687325,LC,
Pouteria virescens,Baehni,2884293,1403527,LC,
Pouteria williamii,(Aubrév. & Pellegr.) T.D.Penn.,2884969,1405596,,
Pradosia cochlearia,(Lecomte) T.D.Penn.,2883851,1405598,,
Pradosia decipiens,Ducke,2883871,1687334,LC,
Pradosia lahoziana,Terra-Araujo,7721702,1730931,CR,
Pradosia schomburgkiana,(A.DC.) Cronquist,2883859,1406162,LC,Wild Liquorice
Pradosia subverticillata,Ducke,2883845,1406951,LC,
Pradosia surinamensis,(Eyma) T.D.Penn.,2883901,1405605,LC,
Pradosia verticillata,Ducke,2883903,1405445,DD,
Protium altsonii,Sandwith,3992566,1405323,LC,
Protium amazonicum,(Cuatrec.) Daly,3992544,1486175,LC,
Protium apiculatum,Swart,3992474,1407671,LC,
Protium aracouchini,(Aubl.) Marchand,7286738,1407672,LC,
Protium calanense,Cuatrec.,3994040,1486184,LC,
Protium calendulinum,Daly,3994031,1400445,LC,
Protium carnosum,A.C.Sm.,3994002,1733052,LC,
Protium crassipetalum,Cuatrec.,3993719,1405986,LC,
Protium decandrum,(Aubl.) Marchand,7286839,1407682,LC,
Protium demerarense,Swart,3993564,1403893,,
Protium divaricatum,Engl.,7286827,1407683,LC,
Protium elegans,Engl.,3993399,1405987,LC,
Protium ferrugineum,(Engl.) Engl.,3993372,1486196,LC,
Protium gallosum,Daly,3993289,1726036,LC,
Protium giganteum,Engl.,7286800,1403761,LC,
Protium grandifolium,Engl.,3993107,1406461,LC,
Protium guianense,(Aubl.) Marchand,3993081,1406462,LC,
Protium hebetatum,Daly,7472009,1831745,LC,
Protium heptaphyllum,(Aubl.) Marchand,7286785,1407704,LC,
Protium klugii,J.F.Macbr.,3992762,1725115,LC,
Protium nitidifolium,(Cuatrec.) Daly,3994116,1725116,LC,
Protium occultum,Daly,3994014,1406270,DD,White breu
Protium opacum,Swart,7286876,1407690,LC,
Protium pallidum,Cuatrec.,3993881,1407691,,
Protium pilosissimum,Engl.,3993620,1486231,LC,
Protium pilosum,(Cuatrec.) Daly,3993602,1403895,,
Protium polybotryum,Engl.,7286824,1830282,LC,
Protium rhoifolium,(Benth.) Byng & Christenh.,9696657,1830352,LC,
Protium robustum,(Swart) D.M.Porter,3993264,1406463,LC,
Protium rubrum,Cuatrec.,3993235,1486241,LC,
Protium sagotianum,Marchand,3993226,1407699,LC,
Protium spruceanum,(Benth.) Engl.,3993127,1404674,LC,
Protium stevensonii,(Standl.) Daly,11108033,1824966,LC,
Protium strumosum,Daly,3993109,1406644,LC,
Protium subserratum,(Engl.) Engl.,3993075,1407700,LC,
Protium tenuifolium,(Engl.) Engl.,7286790,1406464,LC,
Protium tonyanum,Daly,10323754,1841484,LC,
Protium trifoliolatum,Engl.,3992925,1407702,LC,
Protium unifoliolatum,Engl.,7286772,1406742,LC,
Protium urophyllidium,Daly,3992860,1486245,LC,
Prunus amplifolia,Pilg.,3021832,1833019,LC,
Prunus myrtifolia,(L.) Urb.,3021440,1403241,LC,West Indies cherry; Myrtle laurel cherry; West Indian cherry
Pseudima frutescens,(Aubl.) Radlk.,3785662,1403460,LC,
Pseudolmedia laevigata,Trécul,3764182,1405078,LC,
Pseudolmedia laevis,(Ruiz & Pav.) J.F.Macbr.,3764170,1402472,LC,
Pseudolmedia macrophylla,Trécul,3764164,1602372,,
Pseudopiptadenia psilostachya,(DC.) G.P.Lewis & M.P.Lima,2952915,1405097,LC,
Pseudopiptadenia suaveolens,(Miq.) J.W.Grimes,3795236,1404904,LC,
Pseudoxandra duckei,Maas,3158221,1455968,DD,
Pseudoxandra lucida,R.E.Fr.,3158216,1455970,LC,
Pseudoxandra obscurinervis,Maas,3158215,1455971,LC,
Pseudoxandra polyphleba,(Diels) R.E.Fr.,3158209,1401593,LC,
Psidium acidum,(Mart. ex DC.) Landrum,9497112,1732185,,
Psidium acutangulum,DC.,5420626,1404226,LC,
Psidium densicomum,Mart. ex DC.,5420633,1606540,LC,
Psidium friedrichsthalianum,(O.Berg) Nied.,5420358,1419579,LC,Costa Rican guava; Wild guava
Psidium guajava,L.,5420380,1382846,LC,Guava; Guave; Common guava; امرود; Guava Tree; జామ; Lemon guava; Yellow guava; Guave Tree; Guyaba; Abas; Goyavier; Guabang; Kautonga; Kuahpa; Guajava; Tropical Guava; Apple guava; Guayaba; अमरुद; கொய்யா; جوافة
Psidium guineense,Sw.,5420509,1382849,LC,Brazilian guava; Guinea guava; Guisaro guava; Güisaro; Sour guirao; Wild guava; Willd guava
Psidium guyanense,Pers.,5420620,1606554,LC,
Psidium striatulum,DC.,5420580,1404175,LC,
Psychotria borjensis,Kunth,2921136,1403361,,
Psychotria remota,Benth.,2920637,1403400,LC,
Psychotria viridis,Ruiz & Pav.,2921300,1679394,LC,Chacrona; Rainha; Chacruna
Pterandra arborea,Ducke,3985477,1592278,LC,
Pterocarpus amazonum,(Mart. ex Benth.) Amshoff,5349269,1733583,LC,
Pterocarpus officinalis,Jacq.,5349333,1379552,NT,Bois mang; Swamp bloodwood; Dragon's-Blood-Tree; Dragonsblood tree; Bloodwood; Dragon Blood Tree; Guadaloupe Dragon's Bloo; Lagunero; Sangre de Drago; Corkwood
Pterocarpus rohrii,Vahl,5349322,1402878,LC,
Pterocarpus santalinoides,L'Hér. ex DC.,5349244,1366701,LC,
Ptychopetalum olacoides,Benth.,3685538,1402613,LC,
Ptychopetalum uncinatum,Anselmino,3685517,1608960,LC,
Qualea acuminata,Spruce ex Warm.,4030812,1698317,LC,
Qualea amoena,Ducke,4030749,1698320,,
Qualea brevipedicellata,Stafleu,4030667,1698322,NT,
Qualea clavata,Stafleu,4030571,1698325,,
Qualea gracilior,Pilg.,4030662,1698338,,
Qualea homosepala,Ducke,4030603,1698341,LC,
Qualea labouriauana,Paula,4030499,1698344,VU,
Qualea paraensis,Ducke,4030655,1698354,LC,
Qualea parviflora,Mart.,7288348,1698355,,
Quassia amara,L.,3190647,1373346,LC,Quassia; Quassia-wood; Surinam quassia; Bitterwood; Bitter Bush; Bitter ash
Quiina amazonica,A.C.Sm.,3986470,1405581,LC,
Quiina berryi,J.V.Schneid. & Zizka,3986448,1733111,LC,
Quiina florida,Tul.,3986487,1608801,LC,
Quiina negrensis,A.C.Sm.,3986485,1608815,LC,
Quiina obovata,Tul.,3986449,1403225,LC,
Quiina paraensis,Pires & Fróes,3986497,1608817,LC,
Quiina piresii,J.V.Schneid. & Zizka,3986453,1733109,DD,
Quiina pteridophylla,(Radlk.) Pires,3986527,1403227,LC,
Quiina rhytidopus,Tul.,3986504,1608822,,
Raputia ulei,(K.Krause) Kallunki,3834088,1725545,LC,
Rauvolfia pentaphylla,Ducke,3616994,1462695,LC,
Rauvolfia polyphylla,Benth.,7316823,1462696,LC,
Rauvolfia sprucei,Müll.Arg.,3616446,1462709,LC,
Ravenia biramosa,Ducke,7269136,1683070,LC,
Recordoxylon speciosum,(Benoist) Gazel ex Barneby,3931407,1406336,LC,
Recordoxylon stenopetalum,Ducke,2947776,1585675,DD,
Remijia amazonica,K.Schum.,2909656,1679659,LC,
Remijia asperula,Standl.,2909628,1679663,VU,
Remijia glomerata,Huber,2909671,1679673,LC,
Remijia tenuiflora,Benth.,2909653,1679696,,
Remijia ulei,K.Krause,2909674,1679698,LC,
Retiniphyllum chloranthum,Ducke,2915320,1679713,LC,
Retiniphyllum concolor,(Spruce ex Benth.) Müll.Arg.,2915292,1679714,LC,
Retiniphyllum speciosum,(Spruce ex Benth.) Müll.Arg.,2915317,1679726,,
Rhabdodendron amazonicum,(Spruce ex Benth.) Huber,3880543,1403234,LC,
Rhabdodendron macrophyllum,(Spruce ex Benth.) Huber,3880536,1665434,,
Rhigospira quadrangularis,(Müll.Arg.) Miers,3615482,1462718,LC,
Rhodostemonodaphne crenaticupula,Madriñán,4179257,1567538,LC,
Rhodostemonodaphne grandis,(Mez) Rohwer,4179161,1404430,LC,
Rhodostemonodaphne juruensis,(A.C.Sm.) Chanderb.,4179152,1725193,LC,
Rhodostemonodaphne kunthiana,(Nees) Rohwer,4179128,1404431,LC,
Rhodostemonodaphne negrensis,Madriñán,4178929,1567550,NT,
Rhodostemonodaphne parvifolia,Madriñán,4178907,1567552,,
Rhodostemonodaphne peneia,Madriñán,4178892,1567553,LC,
Rhodostemonodaphne recurva,van der Werff,4178862,1567555,,
Rhodostemonodaphne scandens,Madriñán,4178790,1407117,LC,
Rhodostemonodaphne sordida,Madriñán,4178784,1567556,VU,
Rhodothyrsus macrophyllus,(Ducke) Esser,3055303,1547238,LC,
Richeria dressleri,G.L.Webster,3079140,1642845,LC,
Richeria grandis,Vahl,3079144,1404683,,Bwa bande
Ricinus communis,L.,5380041,1358609,,Castor-oil-plant; Castor-bean-plant; کرچک; Castor Bean; Castor Oil Plant; Ricin; Palma-christi; Castor; Castor Plant; Oil Nut Tree; Oilnut; Reri; Venna; Wond; Carrapateiro; Krapata; Lama palagi; Toto ni vavalagi; ఆముదం
Rinorea amapensis,Hekking,4077560,1403700,LC,
Rinorea brevipes,(Benth.) S.F.Blake,4076959,1403702,LC,
Rinorea falcata,(Mart. ex Eichler) Kuntze,4076055,1403703,LC,
Rinorea flavescens,(Aubl.) Kuntze,4075980,1403704,LC,
Rinorea guianensis,Aubl.,8151085,1406753,,
Rinorea macrocarpa,(Mart. ex Eichler) Kuntze,4074878,1403705,LC,
Rinorea neglecta,Sandwith,4074532,1403706,LC,
Rinorea paniculata,(Mart.) Kuntze,8381637,1403707,LC,
Rinorea racemosa,(Mart.) Kuntze,4077827,1405165,,
Rinorea riana,Kuntze,4077782,1403709,LC,
Ronabea latifolia,Aubl.,2902114,1406123,LC,
Rosenbergiodendron longiflorum,(Ruiz & Pav.) Fagerl.,2904214,1679926,LC,
Roucheria calophylla,Planch.,4048538,1404861,LC,
Roupala montana,Aubl.,7831077,1404160,LC,
Roupala nitida,Rudge,3999332,1406067,LC,
Roupala obtusata,Klotzsch,7287642,1403218,LC,
Rourea amazonica,(Baker) Radlk.,7971794,1526980,LC,
Rudgea amazonica,Müll.Arg.,2910638,1722952,,
Rudgea cornifolia,(Kunth) Standl.,2910497,1680047,LC,
Rudgea graciliflora,Standl.,2910669,1680068,LC,
Rudgea lanceifolia,Salisb.,2910565,1403412,LC,
Rudgea longiflora,Benth.,2910559,1680086,LC,
Rudgea sclerocalyx,(Müll.Arg.) Zappi,2910612,1680128,LC,
Rudgea stipulacea,(DC.) Steyerm.,2910835,1403414,LC,
Ruizterania albiflora,(Warm.) Marc.-Berti,9177044,1404263,LC,
Ruizterania cassiquiarensis,(Spruce ex Warm.) Marc.-Berti,4030492,1698369,,
Ruizterania esmeraldae,(Standl.) Marc.-Berti,4030445,1698370,LC,
Ruizterania retusa,(Spruce ex Warm.) Marc.-Berti,4030801,1698372,LC,
Ruprechtia brachysepala,Meisn.,4034499,1403773,LC,
Ruprechtia tangarana,Standl.,4033707,1658690,LC,
Ryania angustifolia,(Turcz.) Monach.,8377430,1683896,LC,
Ryania pyrifera,(Rich.) Uittien & Sleumer,8089951,1683900,LC,
Ryania speciosa,Vahl,7342747,1401773,LC,
Ryania spruceana,Monach.,7581165,1683902,LC,
Sacoglottis amazonica,Mart.,3649109,1405750,LC,
Sacoglottis ceratocarpa,Ducke,3649092,1554805,LC,
Sacoglottis cydonioides,Cuatrec.,3649046,1401865,LC,
Sacoglottis guianensis,Benth.,7320147,1401866,LC,
Sacoglottis mattogrossensis,Malme,7320169,1407048,LC,
Sagotia racemosa,Baill.,5377870,1401737,LC,
Salacia cordata,(Miers) Mennega,5579800,1494784,LC,
Salacia elliptica,(Mart.) G.Don,8599572,1494795,LC,
Salacia gigantea,Loes.,5579541,1494801,LC,
Salacia impressifolia,(Miers) A.C.Sm.,5579512,1401855,LC,
Salacia insignis,A.C.Sm.,5579508,1401852,LC,
Salacia multiflora,(Lam.) DC.,7265706,1401854,LC,
Salacia negrensis,Lombardi,5580233,1494820,,
Salix humboldtiana,Willd.,5372914,1684052,LC,Humboldt's willow; Chile willow
